Sınav Yılı,Sayfa Dosyası,Soru No,Soru Metni,Ana Konu,Soru Tipi
ALES1_sorular,page_7.png,18,"12 eşit taksitle alınan buzdolabının ilk 2 taksitinin %40 fazla ödenmesi ve kalan 10 taksitin eşit olarak düşürüldüğünde her taksitin 276 TL olduğu bilgileriyle, buzdolabının toplam satış fiyatı soruluyor.",Yüzde Problemleri / Taksit Problemleri,Problemler
ALES1_sorular,page_7.png,19,"Ahmet, Berna, Ceren, Deniz ve Elif isimli 5 kişinin satranç turnuvasında rakipleri kümeler halinde verilmiş. Elif'in şampiyon olduğu bilgisiyle Elif'in rakipleri kümesi soruluyor.",Kümeler / Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_7.png,20,"Emre ve Mehmet'in okuldan evlerine sırasıyla 60 m/dk ve 40 m/dk hızlarla yürüdüğü, Emre'nin evinin okula uzaklığının Mehmet'inkinden 200 metre fazla olduğu ve Emre'nin Mehmet'ten 5 dakika önce vardığı bilgileriyle, Emre'nin evinin okula uzaklığı soruluyor.",Hareket Problemleri,Problemler
ALES1_sorular,page_8.png,21,Mayıs ayına ait takvimde sınav günleri işaretlenmiş. Verilen koşullara göre A sınavının tarihini bulma.,Sayısal Mantık,Yeni Nesil Mantık
ALES1_sorular,page_8.png,22,"3 farklı dairesel ve 4 farklı yıldız puldan, 1 dairesel ve 2 yıldız pul seçerek motif oluşturma yollarının sayısı.",Kombinasyon,Problemler
ALES1_sorular,page_8.png,23,Ceren'in doğum günü partisine davetli ve katılan kişi sayıları ile meyve suyu tüketimi üzerinden toplam davetli sayısını bulma.,Sayı Problemleri,Problemler
ALES1_sorular,page_8.png,24,"Ceren'in partisine tüm davetlilerin katıldığı, farklı meyve suyu tüketim oranları ve kalan meyve suyu miktarı üzerinden başlangıçta sipariş edilen meyve suyu sayısını bulma.",Kesir Problemleri,Problemler
ALES1_sorular,page_9.png,25,"Yedi topun ardışık numaralı olanları birbirine teğet olacak şekilde dizildiği bir düzende, 'x' ile belirtilen topun alabileceği farklı değerler toplamı kaçtır?",Mantık Problemleri,Yeni Nesil Mantık
ALES1_sorular,page_9.png,26,"Yedi topun ardışık numaralı olanları birbirine teğet olacak şekilde dizildiği bir düzende, 'a' ile belirtilen topun değeri kaçtır?",Mantık Problemleri,Yeni Nesil Mantık
ALES1_sorular,page_9.png,27,"Bir internet sitesindeki beş mağazanın satış fiyatları küçükten büyüğe doğru sıralandığında, kaç mağazanın sıralamadaki yeri değişir?","Tablo Okuma, Sıralama",Tablo/Grafik Okuma
ALES1_sorular,page_9.png,28,"Puanları birbirinden farklı beş mağaza puanlarına göre büyükten küçüğe sıralandığında tüm mağazaların sıralamadaki yeri değişiyorsa, B ve E mağazalarının puan farkı en az kaçtır?","Tablo Okuma, Mantık Problemleri",Problemler
ALES1_sorular,page_10.png,29,"750 litre süt gelen bir günde, belirlenen oranlara göre kaç kilogram peynir üretilir?",Oran-Orantı ve Yüzde Problemleri,Problemler
ALES1_sorular,page_10.png,30,"Günlük gelen sütün yarısının peynir yapımında kullanıldığı bir günde, mandıraya kaç litre süt geldiği (ek bilgi gereklidir)?",Oran-Orantı ve Yüzde Problemleri,Problemler
ALES1_sorular,page_10.png,31,"36 kilogram tereyağı üretildiği bir günde, mandıraya kaç litre süt gelmiştir?",Oran-Orantı ve Yüzde Problemleri,Problemler
ALES1_sorular,page_11.png,32,"Üç arkadaşın bugünkü yaş dağılımını gösteren dairesel grafikte, en büyük hariç diğer ikisinin yaş toplamı 35 ise, en büyüğün bugünkü yaşı kaçtır?",Yaş Problemleri,Problemler
ALES1_sorular,page_11.png,33,"4 yıl sonraki yaş dağılım grafiği verilmiş. Buna göre, yaşı en küçük olan kişinin bugünkü yaşı kaçtır?",Yaş Problemleri,Problemler
ALES1_sorular,page_11.png,34,Üç arkadaşın bugünkü yaşları toplamı 36'dır. Buna göre 12 yıl sonraki yaş dağılımını gösteren dairesel grafik aşağıdakilerden hangisidir?,Yaş Problemleri,Problemler
ALES1_sorular,page_12.png,35,İlk sayı 18 ise beşinci sayı kaçtır?,Mantık Yürütme,Yeni Nesil Mantık
ALES1_sorular,page_12.png,36,İlk sayı 11 ise tahtaya birbirinden farklı kaç sayı yazılmıştır?,Mantık Yürütme,Yeni Nesil Mantık
ALES1_sorular,page_12.png,37,İkinci sayı aşağıdakilerden hangisi olamaz?,Mantık Yürütme,Yeni Nesil Mantık
ALES1_sorular,page_13.png,38,"Alper 2, Betül 7, Can 9 numaralı topları çekerse oyunu kim veya kimler kazanır?",Sayılar Teorisi ve Mantık,Yeni Nesil Mantık
ALES1_sorular,page_13.png,39,"Betül 4, Can 8 numaralı topu çekmiştir. Oyunu hiç kimse kazanamadığına göre, Alper'in çekebileceği farklı topların numaraları toplamı kaçtır?",Sayılar Teorisi ve Mantık,Yeni Nesil Mantık
ALES1_sorular,page_13.png,40,"Alper 4 numaralı topu çekmiştir. Betül 1'den büyük bir top çekmiştir. Can'ın oyunu sadece kendisinin kazanabileceği bir top çekme şansının olmadığı görülmüştür. Buna göre, Betül kaç numaralı topu çekmiştir?",Sayılar Teorisi ve Mantık,Yeni Nesil Mantık
ALES1_sorular,page_14.png,41,"Verilen tablo doldurma kuralına göre, şekildeki tablonun ilk sütunundaki sayıların toplamı kaçtır?","Sayı Dizileri, Tablo Okuma",Tablo/Grafik Okuma
ALES1_sorular,page_14.png,42,"Tabloda '?' ile gösterilen ilk sütundaki a, b, c ve d sayıları birbirinden farklı ve toplamları 6 olduğuna göre, bu sütundaki sayıların toplamı en az kaçtır?","Kombinatorik, Sayı Dizileri, Tablo Okuma",Tablo/Grafik Okuma
ALES1_sorular,page_14.png,43,"Tablodaki sayılar ardışık olup z = 2y = 4x eşitliğini sağlayan x,y,z rakamları için '?' sütunundaki sayıların toplamı kaçtır?","Sayı Problemleri, Denklem Çözme, Tablo Okuma","Problemler, Tablo/Grafik Okuma"
ALES1_sorular,page_15.png,44,"ABC eşkenar üçgen, KLM ikizkenar dik üçgen, [KL] ⊥ [LM]. D noktası AB üzerinde, K noktası AC üzerinde. E noktası BC üzerinde, L noktası BC üzerinde. m(ADK) = 48°, m(CEL) = x. x kaç derecedir?",Geometri (Açılar),Salt İşlem
ALES1_sorular,page_15.png,45,"ABC eşkenar üçgeninde D, E, F noktaları kenarlar üzerinde. [AC] ⊥ [DE] ve [DE] ⊥ [EF]. |DC| = 5 birim, |DA| = 1 birim. Boyalı bölgenin alanı kaç birimkaredir?",Geometri (Alan Hesapları),Salt İşlem
ALES1_sorular,page_15.png,46,"ABCD karesinin kenar uzunluğu |AB| = 6 birim. K, L, M, N noktaları kenarlar üzerinde olup |AK| = 2 birim, |LC| = 2 birim, |CM| = 2 birim, |NA| = 2 birimdir. Boyalı bölgelerin alanları toplamı kaç birimkaredir?",Geometri (Alan Hesapları),Salt İşlem
ALES1_sorular,page_15.png,47,"ABCD dikdörtgeninde E, F, G noktaları kenarlar üzerindedir. |AE| = |EB|, |DG| / |GC| = 2/3 ve |CF| / |FB| = 2/3. EFCG dörtgeninin alanının ABCD dikdörtgeninin alanına oranı kaçtır?",Geometri (Alan Oranları),Salt İşlem
ALES1_sorular,page_15.png,48,"O merkezli yarım çemberde AB çaptır. C çember üzerinde, D ise AC üzerindedir. |AD| = 14 birim, |DC| = 2 birim, |AO| = 10 birim. |OD| = x ise x kaç birimdir?",Geometri (Çemberde Uzunluk),Salt İşlem
ALES1_sorular,page_16.png,49,"Dikdörtgenler prizmasında ortak ayrıtı olmayan yüzeylere karşıt yüzler denir. Yukarıda karşıt yüzleri aynı renk ile boyanmış olan iki dikdörtgenler prizması, ayrıt uzunlukları ile birlikte verilmiştir. Bu iki prizma birleştirilerek yeni bir dikdörtgenler prizması oluşturuluyor. Bu yeni prizma için görünümlerden hangileri doğrudur?",Uzamsal Akıl Yürütme,Yeni Nesil Mantık
ALES1_sorular,page_16.png,50,"Şekilde a, b, c, d, e ve f olarak isimlendirilen çubukların birer birer bir masanın üzerine bırakıldıktan sonraki son görünümleri verilmiştir. Buna göre, çubukların masaya ilk bırakılandan en son bırakılan çubuğa doğru sıralaması aşağıdakilerden hangileri olabilir?",Uzamsal Akıl Yürütme,Yeni Nesil Mantık
ALES1_sorular,page_17.png,1,"Sanat eylemi; insanın hissettiği bir duyguyu ---- sonra bu duyguyu başkalarının da aynen hissedebilmesi için hareket, çizgi, renk, ses veya sözcüklerle ----.",Cümlede Anlam,Paragraf
ALES1_sorular,page_17.png,2,"Bilge Karasu'nun eserleri, metnin boşluklarını okurun kendi ---- tamamlamasını gerektirdiği ve ona farklı okuma ---- sunduğu için okuma uğraşını bir tür oyuna veya serüvene dönüştürür.",Cümlede Anlam,Paragraf
ALES1_sorular,page_17.png,3,"Franz Kafka'nın Dönüşüm adlı eseri, insanın kapitalist düzendeki yerini konu alır. Kafka, odak figür Gregor Samsa'nın bir böceğe dönüşümü üzerinden insanın düzen karşısındaki çaresizliğini, sevdikleri için yapmak zorunda olduğu fedakârlıkları, ona biçilen ve yaşamak zorunda olduğu hayatı anlatır. İnsanı birey olarak görmeyen, tanımayan, asla kabul etmeyen sistem; düzen içindeki bireyi temsil eden Samsa'yı da saf dışı bırakır. ----. İçeri girerken benliklerini emanet bölümüne teslim etmiş, paranın tadını alınca da bir daha yapa uğramaz olduğu kişiler topluluğu...",Paragrafta Anlam,Paragraf
ALES1_sorular,page_18.png,4,"Çalışma hayatına dahil edilen çocukların oyun, öğrenme, dinlenme gibi temel ihtiyaçlardan mahrum bırakılması ve çeşitli işlerdeki durumları hakkında bilgi veren bir paragraftan kesin olarak çıkarılamayacak yargıyı bulma.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_18.png,5,"Beyinle iletişim kurmanın yolları üzerine kurulu bir paragraftan, beynin çalışma şekli hakkında kesin olarak söylenemeyecek yargıyı bulma.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_18.png,6,Ziya Osman Saba'nın 'İstanbul'u' ve 'Mesut İnsanlar Fotoğrafhanesi' eserleri hakkında verilen bir cümleden kesin olarak çıkarılabilecek yargıyı bulma.,Cümlede Anlam,Paragraf
ALES1_sorular,page_19.png,7,Endonezya'daki en eski figüratif sanat eserleri hakkında verilen metinden çıkarılabilecek veya çıkarılamayacak yargılar.,Paragrafta Anlam,Paragraf
ALES1_sorular,page_19.png,8,Marie Curie'nin bilimsel çalışmaları ve Nobel ödülleri hakkında verilen metinden çıkarılabilecek yargılar.,Paragrafta Anlam,Paragraf
ALES1_sorular,page_19.png,9,Numaralanmış sözleri anlamlı ve kurallı bir cümle oluşturacak biçimde sıralama.,Cümle Oluşturma,Sözel Mantık
ALES1_sorular,page_19.png,10,Numaralanmış sözleri anlamlı ve kurallı bir cümle oluşturacak biçimde sıralama.,Cümle Oluşturma,Sözel Mantık
ALES1_sorular,page_20.png,11,Numaralanmış cümleleri anlamlı bir bütün oluşturacak biçimde sıralandığında hangisi baştan üçüncü olur? (Satranç oynayan bir bilgisayarın hareketlerini tahmin etme üzerine),Sıralama,Paragraf
ALES1_sorular,page_20.png,12,Numaralanmış cümleler anlamlı bir bütün oluşturacak biçimde sıralandığında hangisi baştan üçüncü olur? (Margaret Mitchell'ın Rüzgar Gibi Geçti romanı üzerine),Sıralama,Paragraf
ALES1_sorular,page_21.png,13,Numaralanmış cümlelerin anlamlı bir bütün oluşturacak biçimde sıralanması için hangilerinin birbiriyle yer değiştirmesi gerektiği bulunuz. (Kubad Abad Sarayı Külliyesi),Paragrafta Anlam,Paragraf
ALES1_sorular,page_21.png,14,Numaralanmış cümlelerin anlamlı bir bütün oluşturacak biçimde sıralanması için hangilerinin birbiriyle yer değiştirmesi gerektiği bulunuz. (Schopenhauer ve Nietzsche),Paragrafta Anlam,Paragraf
ALES1_sorular,page_21.png,15,Numaralanmış cümlelerin anlamlı bir bütün oluşturacak biçimde sıralanması için hangilerinin birbiriyle yer değiştirmesi gerektiği bulunuz. (Don Kişot),Paragrafta Anlam,Paragraf
ALES1_sorular,page_21.png,16,"Numaralanmış cümlelerden hangisinin, parçanın anlam bütünlüğünü bozduğunu bulunuz. (Yazarın geçmiş yazılarını toplama çabası)",Paragrafta Anlam,Paragraf
ALES1_sorular,page_22.png,17,"Paragrafta 'karanlık fabrikalar' ve insansız üretim modeli anlatılmakta, verilen öncüllerden hangilerinin doğru olduğu sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_22.png,18,"Seyahatler, mutfak kültürü ve Japon mutfağı üzerine bir metin verilmiş, metnin IV numaralı cümlesiyle ilgili bir soru sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_22.png,19,"Arkeolojinin toplumdaki algısı ve medya tarafından sunuluşu üzerine bir metin verilmiş, altı çizili ifadeyle aşağıdakilerden hangisine gönderme yapılmadığı sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_22.png,20,"Antik kentlerin tarihi katmanları ve anlaşılması üzerine bir metin verilmiş, antik kentleri nitelemek için kullanılabilecek ifade sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_23.png,21,"İlk mizah gazetesi Diyojen'in çıkışını sağlayan Teodor Kasap'ın Osmanlı tiyatrosuna etkileri, tiyatro sorunları ve eserleri hakkında bilgi veren paragrafa göre Teodor Kasap ile ilgili hangisi söylenebilir?",Paragrafta Anlam,Paragraf
ALES1_sorular,page_23.png,22,"Ay ve Mars yüzeyine yapılacak mürettebatlı uzay seyahatlerinin teknik ve finansal zorlukları, malzeme üretimi ve kaynak yönetimi hakkında bilgi veren paragrafa göre hangisine ulaşılabilir?",Paragrafta Anlam,Paragraf
ALES1_sorular,page_24.png,23,Bu parçadan aşağıdakilerden hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_24.png,24,Bu parçanın yazarı aşağıdakilerin hangisinden yakınmaktadır?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_25.png,25,Lewis Carroll'ın Alice Harikalar Diyarında kitabına yönelik eleştirilerden hangisinin DEĞİL olduğu sorulmaktadır.,Paragrafta Anlam,Paragraf
ALES1_sorular,page_25.png,26,"Toprağın oluşumu, fiziksel, kimyasal ve biyolojik özelliklerini anlatan bir paragrafta, verilen seçeneklerden hangisine değinilmediği sorulmaktadır.",Paragrafta Anlam,Paragraf
ALES1_sorular,page_26.png,27,Bu parçada anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_26.png,28,Bu parçaya göre aşağıdakilerden hangisi müziğin yararlarından değildir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_27.png,29,Fantastik edebiyatta hayal edilen varlık ve nesnelerin bu dünyada var olanlarla sınırlı olmasının nedeni nedir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_27.png,30,Bu parçada aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_28.png,31,Bu parçada “siber mekân” ile ilgili aşağıdakilerin hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_28.png,32,Bu parçada anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_29.png,33,Bu parçadan aşağıdakilerin hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_29.png,34,Bu parçada altı çizili sözle insanlar hakkında anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_29.png,35,Bu parçaya göre aşağıdakilerden hangisi deneye katılan çocukların tercihlerini etkileyen faktörlerden değildir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_30.png,36,Bu parçada Şarlo karakterinin özelliklerinden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_30.png,37,"Bu parçaya göre Chaplin'in filmlerinde, gündelik hayattaki nesnelerin bize aniden yabancılaşmasının nedeni aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
ALES1_sorular,page_30.png,38,Bu parçaya göre Chaplin'in filmlerindeki nihai amaç aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_31.png,39,Bu parçaya göre Brown'un 'en azından' ifadesiyle başlayan cümleleri empatik bulmamasının nedeni aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_31.png,40,Bu parçadan aşağıdakilerin hangisine ulaşılabilir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_32.png,41,"Bu parçada ""Truva atı"" olarak nitelendirilen önerilerin özelliği aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
ALES1_sorular,page_32.png,42,Bu parçada toksik olumluluk davranışıyla ilgili aşağıdakilerin hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
ALES1_sorular,page_33.png,43,"Banu, Ceyda, Hale adlı öğrencilerden hangileri Mersin'i tanıtmış olabilir?",Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_33.png,44,Aşağıdakilerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_33.png,45,"Banu, Deniz, Hale adlı öğrencilerden hangileri kendi grupları içinde ikinci sırada söz almış olabilir?",Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_33.png,46,Deniz Niğde'yi tanıtan grupta ise aşağıdakilerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_34.png,47,D filminde hangi figüranlar rol almış olabilir?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_34.png,48,Hangisi kesin olarak yanlıştır?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_34.png,49,Hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular,page_34.png,50,A ve E filmlerinde aynı figüranların rol aldığı biliniyorsa hangisi doğrudur?,Sözel Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_3.png,1,1 / (1/2 - 1/(2 + 1/2)) işleminin sonucu kaçtır?,Rasyonel Sayılar,Salt İşlem
ALES1_sorular-2,page_3.png,2,(5 * 10^-2 + 25 * 10^-3) / (15 * 10^-4) işleminin sonucu kaçtır?,Üslü Sayılar,Salt İşlem
ALES1_sorular-2,page_3.png,3,sqrt(12 + sqrt(23)) * sqrt(12 - sqrt(23)) işleminin sonucu kaçtır?,Köklü Sayılar,Salt İşlem
ALES1_sorular-2,page_3.png,4,(1 / 4! + 1 / 5!) / (1 / 6!) işleminin sonucu kaçtır?,Faktöriyel,Salt İşlem
ALES1_sorular-2,page_4.png,5,"A, B ve C sıfırdan farklı rakamlar olmak üzere verilen toplama işleminin sonucuna göre A.B.C çarpımı kaçtır?",Sayı Basamakları,Problemler
ALES1_sorular-2,page_4.png,6,"5/4 kesrinin sayı doğrusu üzerinde 3/4, 6/5 ve 7/6 kesirlerine olan uzaklıkları A, B ve C birim olduğuna göre, A, B, C sıralaması nedir?",Rasyonel Sayılar,Salt İşlem
ALES1_sorular-2,page_4.png,7,(x-7)/5 + (2x-1)/8 = (3x-4)/4 denklemini sağlayan x gerçel sayısı kaçtır?,Birinci Dereceden Denklemler,Salt İşlem
ALES1_sorular-2,page_4.png,8,"3, 4, 5, 6, 7 ve 8 rakamları kullanılarak iki basamaklı 3 doğal sayı oluşturuluyor. Oluşturulan sayıların çarpımı bir tek sayıya eşit olduğuna göre, bu üç sayının toplamı kaçtır?",Sayı Kümeleri,Problemler
ALES1_sorular-2,page_5.png,9,√2 < a/3 < √6 eşitsizliğini sağlayan a tam sayılarının toplamı kaçtır?,Eşitsizlikler,Salt İşlem
ALES1_sorular-2,page_5.png,10,"a < 0 < b olmak üzere, |a| + |a – b| = 4 ve |b| + |b – a| = 3 eşitlikleri veriliyor. Buna göre, a + b toplamı kaçtır?",Mutlak Değer,Salt İşlem
ALES1_sorular-2,page_5.png,11,"√4^(x-2) = 3/4 olduğuna göre, 8^x ifadesinin değeri kaçtır?",Üslü Sayılar,Salt İşlem
ALES1_sorular-2,page_5.png,12,"Pozitif gerçel sayılar kümesi üzerinde a★b işlemi a≥b için a·b, a<b için a+b olarak tanımlanıyor. Buna göre, 6★(3★c) = 18 eşitliğini sağlayan c değerlerinin toplamı kaçtır?",İşlem Tanımı,Salt İşlem
ALES1_sorular-2,page_6.png,13,"A, B ve C kümelerinin eleman sayılarıyla ilgili s(A \ B) = s(B \ C) = s(C \ A) = 7 ve s(A ∩ B ∩ C) = 5 olduğu biliniyor. Buna göre, A ∪ B ∪ C kümesinin eleman sayısı kaçtır?",Kümeler,Salt İşlem
ALES1_sorular-2,page_6.png,14,"Bir N doğal sayısı 2, 3, 5, 9 ve 10 sayılarından dört tanesine tam bölünüyor, bir tanesine ise tam bölünmüyor. Buna göre, N doğal sayısı bu beş sayıdan hangisine tam bölünmez?",Bölünebilme Kuralları,Problemler
ALES1_sorular-2,page_6.png,15,"Üç basamaklı 3AA doğal sayısı ile iki basamaklı 2A doğal sayısının toplamı, A rakamının 52 katına eşittir. Buna göre, A kaçtır?",Sayı Basamakları,Problemler
ALES1_sorular-2,page_6.png,16,"Yeni açılan bir spor merkezi, geliştirdiği özel bir kampanya yaparak müşterilerine 2 ve 3 aylık üyelik paketleri satmış ve 3 aylık üyelik paketini satın alan müşterilerine fazladan 1 ayda hediye etmiştir. Toplam 120 üyelik paketinin satıldığı bu kampanyada, hediye edilen aylar hariç toplam 215 aylık üyelik paketi satılmıştır. Bu kampanyada müşterilere toplam 24 ay hediye edildiğine göre, satılan 1 aylık üyelik paketinin sayısı kaçtır?",Denklem Kurma Problemleri,Problemler
ALES1_sorular-2,page_7.png,17,"Reklam filminde rol almak için başvuran oyuncuların 1/3'ü kabul edilmemiş, kabul edilenlerin 2/5'i seçmelerde başarısız olmuş. Başarılı oyuncu sayısı 72 ise toplam başvuran sayısı kaçtır?",Kesir Problemleri,Problemler
ALES1_sorular-2,page_7.png,18,Bir turizm şirketinde başlangıçta personelin %30'u yabancı dil biliyor. Sonra şirkete %50'si yabancı dil bilen 320 kişi alınıyor ve bu durumda yabancı dil bilenler toplam personelin %40'ı oluyor. Şirket kurulduğunda yabancı dil bilmeyen personel sayısı kaçtır?,Yüzde Problemleri,Problemler
ALES1_sorular-2,page_7.png,19,Doğrusal bir yolda A ve B kentlerinden aynı anda sabit hızlarla hareket eden iki araç 15:00'te karşılaşıyor. A'dan hareket eden araç B kentine 15:45'te ulaşıyor. B'den hareket eden araç A kentine saat kaçta ulaşır?,Hareket Problemleri,Problemler
ALES1_sorular-2,page_7.png,20,"Ahmet ve Bekir, Orhan'dan 21, 23, 41, 45 ve 63 sayılarından birini seçmesini istiyor. Orhan seçtiği sayının birler basamağını Ahmet'e, onlar basamağını Bekir'e söylüyor. Ahmet bulamadığını, Bekir ise Ahmet bulamadığını söyleyince sayıyı bulduğunu belirtiyor. Orhan'ın seçtiği sayı kaçtır?",Sayısal Mantık,Yeni Nesil Mantık
ALES1_sorular-2,page_8.png,21,Yedi kapısı bulunan bir evin planı aşağıda gösterilmiştir. Giriş kapısından giren bir kişi kalan tüm kapılardan birer kez geçerse en son nerede bulunur?,"Sözel Mantık, Yol/Rota Problemleri",Yeni Nesil Mantık
ALES1_sorular-2,page_8.png,22,"Aylin; evinin oturma odasına, salonuna ve mutfağına asmak üzere 6 farklı tablo satın almıştır. Bu tablolardan üçünü oturma odasına, ikisini salona, birini de mutfağa asacaktır. Buna göre, Aylin hangi tabloyu hangi odaya asacağını kaç farklı şekilde seçebilir?","Permütasyon, Kombinasyon",Problemler
ALES1_sorular-2,page_8.png,23,Bu kütüphaneden ödünç aldığı bir kitabı ve bir dergiyi 15'er gün geç iade eden bir kişinin ödeyeceği toplam para cezası kaç TL'dir?,"Oran Orantı, Problemler",Problemler
ALES1_sorular-2,page_8.png,24,"Bu kütüphaneden aynı gün bir kitap ve bir dergi ödünç alan bir kişi, daha sonra bunları birlikte iade etmiş ve hem kitap hem de dergi için aynı miktarda para cezası ödemiştir. Buna göre bu kişi, kitabı ve dergiyi ödünç aldıktan kaç gün sonra iade etmiştir?","Denklem Kurma, Problemler",Problemler
ALES1_sorular-2,page_9.png,25,"Bir çay firmasının bir yıl boyunca sattığı çayların bazı türlerinin miktarları ve toplam satış içindeki yüzdeleri verilmiştir. Buna göre, bu firma kaç ton adaçayı satmıştır?",Yüzde Problemleri,Tablo/Grafik Okuma
ALES1_sorular-2,page_9.png,26,"Firmanın sattığı ıhlamur miktarı, sattığı rezene miktarının 5 katı olduğuna göre, satılan çayların yüzde kaçı rezenedir?",Yüzde Problemleri,Tablo/Grafik Okuma
ALES1_sorular-2,page_9.png,27,"Verilen özel bir dijital saat formatında (HH.MM, MM değeri HH'ye kaç dakika kaldığını gösterir) 15.15'i gösterdikten 90 dakika sonra saat kaçı gösterir?",Zaman Problemleri,Yeni Nesil Mantık
ALES1_sorular-2,page_9.png,28,"Ayça, özel dijital saat 23.50'yi gösterdiğinde uyumuş, ertesi gün 07.30'u gösterdiğinde uyanmıştır. Buna göre, Ayça toplam kaç saat uyumuştur?",Zaman Problemleri,Yeni Nesil Mantık
ALES1_sorular-2,page_10.png,29,Fabrika 150 kg zeytinin tamamını kullanarak zeytinyağı üretip sattığında yüzde kaç kâr eder?,Kar/Zarar Problemleri,Problemler
ALES1_sorular-2,page_10.png,30,Fabrika 123 kg zeytinin bir kısmından 20 L zeytinyağı ve kalan zeytinleri sattığında kaç TL kâr eder?,Kar/Zarar Problemleri,Problemler
ALES1_sorular-2,page_10.png,31,"Zeytinyağı ve 20 kg zeytin satışından 546 TL gelir elde edildiğine göre, toplam kaç kg zeytin satın alınmıştır?",Kar/Zarar Problemleri,Problemler
ALES1_sorular-2,page_11.png,32,Verilen 1. ve 2. ölçüm grafiğinde altı kişiden beşinin ağırlık noktaları gösterilmiştir. Grafikteki ölçümleri verilmeyen kişiyi bulunuz.,Grafik Yorumlama,Tablo/Grafik Okuma
ALES1_sorular-2,page_11.png,33,1. ölçüm değerlerine göre altı kişiden kaçının normal kilolu olarak değerlendirildiğini bulunuz.,Grafik Yorumlama,Tablo/Grafik Okuma
ALES1_sorular-2,page_11.png,34,İki ölçüm sonucunda ağırlık grubu değişen iki kişiyi bulunuz.,Grafik Yorumlama,Tablo/Grafik Okuma
ALES1_sorular-2,page_12.png,35,Yıllık geliri 80 000 Runo olan bir kişinin ödemesi gereken vergi miktarı.,Problemler,Problemler
ALES1_sorular-2,page_12.png,36,"Altan'ın geliri 15 000 Runo ise, vergisi Altan'dan 16 000 Runo daha fazla olan Eda'nın yıllık geliri.",Problemler,Problemler
ALES1_sorular-2,page_12.png,37,"Ödediği vergi miktarı, yıllık gelirinin %30'una eşit olan bir çalışanın yıllık geliri.",Problemler,Problemler
ALES1_sorular-2,page_13.png,38,Azra ve hüseyin_hüseyin'in su içme tavsiyeleri dikkate alınarak 76 kg bir kişinin içmesi gereken su miktarları arasındaki farkın bulunması.,Problemler,Problemler
ALES1_sorular-2,page_13.png,39,76 kg bir kişinin Azra'nın tavsiyesine göre su tüketimi ve SU_TİCARET'ten aldığı damacana su miktarı üzerinden suyun kaç haftada biteceğinin hesaplanması.,Problemler,Problemler
ALES1_sorular-2,page_13.png,40,"82 kg ve günde 2300 kalori harcayan bir kişinin, Azra, Canan ve hüseyin_hüseyin'in yorumlarına göre içmesi gereken su miktarlarının (SA, SC, SH) sıralaması.",Problemler,Problemler
ALES1_sorular-2,page_14.png,41,"Yarışmacı F, K, L, S harflerini seçtikten sonra verilen harflerden hangisi diğer dördünden farklı bir sütunda yer alır?",Sözel Mantık,Yeni Nesil Mantık
